ID,     Lat,     Lon,     Alt,     Velocity,     Yaw,     Pitch
1,898.836182,243.130356,377.021423,23.179468,275.826324,10.478632,
2,622.243286,832.866821,266.452454,24.502647,210.979507,-17.221855,
3,219.135941,20.074953,411.449921,20.104099,227.823013,13.745747,
4,115.056114,13.382060,296.023926,39.877857,227.085770,-8.611607,
5,868.507263,742.535400,351.020355,43.124023,29.979136,13.770393,
6,379.656342,477.323090,216.181549,17.444466,135.428741,19.384136,
7,691.563721,592.380554,210.089478,38.985260,5.136005,17.795853,
8,919.005798,691.029053,109.994774,47.378731,215.997177,-17.852837,
9,913.767456,926.770752,439.673126,32.446846,29.299034,-0.872671,
10,287.340118,590.444092,293.717773,14.764509,306.166016,-1.667866,
11,493.312378,782.346985,460.553650,29.586918,300.238159,-6.167588,
12,640.514465,660.163269,463.744568,40.935532,153.823669,-2.098024,
13,326.647339,398.790131,419.842163,48.963303,73.864510,-6.123482,
14,129.762161,949.848816,305.008545,18.008717,21.530436,-13.658110,
15,393.233459,574.927979,371.126434,41.960716,284.570953,7.874058,
16,298.610596,715.018677,471.514709,33.730011,144.742615,-12.464243,
17,385.675720,106.150940,365.074310,35.693970,237.633636,9.828089,
18,349.542847,435.523804,385.146454,22.308857,68.377602,10.862072,
19,772.302917,240.599274,483.690704,44.939854,279.694305,-1.612360,
20,631.967834,148.432419,175.311890,41.276436,20.562386,-11.895598,
21,897.770203,887.961243,367.202148,42.167370,240.117828,16.497963,
22,968.775452,203.787888,314.261475,49.514091,228.796371,-17.797905,
23,785.278870,814.173950,236.571747,18.294748,103.751770,-19.072113,
24,479.486450,889.786804,257.070984,22.171974,320.813110,1.611702,
25,695.977905,50.818604,391.598755,40.129715,174.516479,-5.073819,
26,299.917877,96.012589,474.462616,38.859318,24.483185,-13.082518,
27,780.954834,331.571625,362.422516,36.371628,71.494873,9.439480,
28,302.501282,269.278748,138.332275,36.497856,305.036652,-13.580315,
29,98.337379,122.644577,416.417419,16.525539,54.225140,13.523548,
30,284.319702,181.950684,247.331619,29.404839,57.693703,-15.277771,
31,288.060730,537.688232,343.023804,23.638418,247.199875,12.958130,
32,634.475525,148.005753,292.322540,49.089863,189.154419,-11.783018,
33,724.681763,550.038330,398.892914,48.163864,39.815945,-17.105062,
34,235.454742,658.666565,291.558411,12.681814,219.585266,7.917194,
35,287.888184,802.127747,130.696533,49.913219,199.602676,17.639580,
36,711.841064,160.586365,326.438660,11.434645,52.231285,3.611969,
37,978.959290,965.940735,324.878113,10.702157,31.149719,-13.844755,
38,482.137817,287.240021,385.380280,24.009369,297.747650,-0.743710,
39,589.986084,867.801636,315.775726,14.323075,322.417847,-1.693855,
40,503.914001,602.314087,431.471100,14.580513,248.736954,18.043999,
41,431.473083,810.255615,231.466507,49.926285,282.035217,4.114777,
42,512.238342,796.180237,335.734375,35.784111,144.327957,-2.291985,
43,671.483643,405.676361,449.421082,23.344479,38.661053,1.455761,
44,393.302155,292.698303,428.570404,29.136295,32.335819,17.784634,
45,250.874405,426.013031,395.712677,20.067408,104.711731,-17.239277,
46,80.265793,79.355148,329.207703,23.648966,325.994812,11.037090,
47,360.846100,937.191101,211.731827,14.380828,340.392151,-2.379538,
48,302.888794,313.310364,187.648834,34.958271,218.271606,-19.010349,
49,901.050720,248.134583,196.301529,21.183165,72.629662,-2.735415,
50,392.463135,458.783630,390.032043,28.987926,144.815002,17.338245,
1,898.873230,242.767548,377.088867,23.647926,278.658447,10.216311,
2,621.922241,832.674072,266.336395,23.612846,211.796646,-16.419157,
3,218.926147,19.843403,411.526367,19.235075,229.182083,15.131380,
4,114.626564,12.920040,295.928375,40.806519,228.455673,-7.475870,
5,869.087769,742.870239,351.184601,43.621769,31.497772,12.310825,
6,379.468781,477.507874,216.274185,18.078077,137.571716,20.600149,
7,692.155273,592.433716,210.280121,38.144638,5.278246,18.138985,
8,918.421997,690.604980,109.762375,48.264149,217.409576,-17.921337,
9,914.220154,927.024780,439.665222,32.403091,26.676140,-1.423137,
10,287.479462,590.253479,293.710907,14.983700,308.356628,-2.093500,
11,493.549408,781.940369,460.502777,29.748692,298.455505,-5.724889,
12,639.927063,660.452026,463.720581,40.264919,156.386627,-3.140846,
13,326.863800,399.538391,419.758606,49.497433,76.474609,-6.935412,
14,130.022614,949.951599,304.940521,18.303778,20.158428,-12.991175,
15,393.400757,574.284302,371.218414,41.987499,284.745514,8.843307,
16,298.180298,715.322876,471.398224,33.357723,145.079834,-13.478793,
17,385.374481,105.675644,365.171783,36.054272,235.227631,10.544724,
18,349.672028,435.849670,385.213715,21.810120,67.084000,11.658930,
19,772.423950,239.890778,483.670471,45.551697,279.640289,-1.683550,
20,632.572876,148.659393,175.175751,41.128036,20.715048,-13.363611,
21,897.447876,887.400330,367.393738,43.109562,240.126160,16.280552,
22,968.278564,203.220367,314.019318,49.963840,229.634537,-18.765171,
23,785.213135,814.442688,236.476105,17.531134,101.475075,-20.200367,
24,479.761292,889.562744,257.080963,21.664152,321.348114,1.197587,
25,695.341248,50.879719,391.541962,40.058113,175.245300,-6.108700,
26,300.469025,96.263573,474.321869,38.602947,26.838860,-14.313196,
27,781.137024,332.115997,362.517944,36.579910,72.723526,9.831460,
28,302.827148,268.813965,138.195160,35.576389,307.993866,-12.277375,
29,98.487671,122.853149,416.479248,17.328085,55.635220,12.199854,
30,284.562256,182.334274,247.207642,30.009809,55.907837,-13.993370,
31,287.917908,537.348450,343.108612,24.567356,249.352585,12.828821,
32,633.716431,147.883423,292.162140,48.159485,186.503952,-11.591832,
33,725.247498,550.509949,398.666260,47.654472,37.083427,-16.780510,
34,235.299850,658.538513,291.586365,11.855055,221.691330,7.550869,
35,287.171234,801.872437,130.938538,49.464622,199.332794,17.084843,
36,711.952881,160.730698,326.450195,11.838083,53.786926,3.248559,
37,979.101562,966.026733,324.837128,10.000000,32.717373,-12.568443,
38,482.316650,286.900085,385.375305,24.426115,299.562592,0.164479,
39,590.167603,867.661926,315.768951,13.936699,321.499634,-2.226270,
40,503.833557,602.107361,431.543365,13.907397,247.295898,18.668390,
41,431.639221,809.476379,231.523819,49.879990,283.865936,4.595395,
42,511.773590,796.513855,335.711487,36.346355,143.783188,-3.656475,
43,671.775208,405.909637,449.430573,23.244715,39.624153,2.507778,
44,393.677216,292.935730,428.712799,28.200489,34.989155,18.070173,
45,250.796524,426.309631,395.617523,20.908022,105.357178,-17.828835,
46,80.573669,79.147446,329.280151,23.070824,326.676270,9.963545,
47,361.062653,937.113953,211.722275,13.710272,341.809113,-0.956197,
48,302.473633,312.982819,187.466644,35.125450,218.660873,-19.117800,
49,901.151794,248.457687,196.285355,20.565132,74.169144,-2.306100,
50,392.101288,459.038727,390.170258,28.537411,142.301819,16.526676,
1,898.929260,242.399429,377.155975,23.707458,278.265106,11.321554,
2,621.614258,832.483093,266.229614,24.557953,210.254440,-17.577707,
3,218.731949,19.618567,411.606689,18.500008,231.085342,15.338669,
4,114.197243,12.435533,295.843414,41.069160,228.042664,-6.256716,
5,869.669189,743.226501,351.333405,44.071354,30.789272,12.808369,
6,379.268921,477.690552,216.375961,17.142607,139.052704,19.186655,
7,692.732788,592.487061,210.470123,38.614506,4.071799,19.418137,
8,917.838379,690.158630,109.524750,48.051395,215.957642,-17.664209,
9,914.683289,927.257446,439.652344,31.921646,25.611254,-0.315880,
10,287.628143,590.065613,293.702148,15.907614,305.636902,-2.046909,
