ID,     Lat,     Lon,     Alt,     Velocity,     Yaw,     Pitch
1,280.553894,236.462662,490.310303,23.868240,81.248787,1.553211,
2,463.024994,253.731216,345.966064,17.605896,59.220203,13.775539,
3,424.260620,685.238831,485.781616,11.731528,99.929337,-5.228290,
4,307.338501,60.407383,388.416748,15.476114,19.116596,18.742455,
5,680.666565,73.906761,256.412659,24.856770,270.980652,-13.972703,
6,33.965351,168.289856,286.371307,10.265643,212.227219,-0.243990,
7,171.335754,791.720642,207.694824,19.749786,139.300156,-18.509537,
8,943.332092,701.011047,169.143982,19.273943,242.765198,-7.632563,
9,405.806610,115.176796,359.420258,20.313213,313.369568,-5.000876,
10,972.429016,424.612854,494.979736,16.218910,215.674103,-17.362949,
11,451.478424,893.770081,366.375885,21.900314,42.937599,0.966566,
12,222.531372,872.961609,231.145065,23.747574,299.026215,17.237400,
13,154.419983,203.371658,375.332977,18.463009,169.087891,-10.668636,
14,381.152802,402.612610,409.072784,23.596270,43.149479,8.571404,
15,115.996277,514.223511,497.810791,15.479142,117.718826,12.806175,
16,799.003052,125.544060,155.461578,12.181762,355.221497,17.568821,
17,130.927734,341.780640,401.526367,19.323849,274.320862,9.103186,
18,609.163574,688.535156,117.402985,14.514435,342.906189,13.836853,
19,416.560364,703.221130,264.910126,21.882946,30.905895,-3.821922,
20,340.917358,899.813782,495.305725,15.933301,280.363770,1.846716,
21,222.178635,770.247131,207.973633,13.370234,44.903805,-10.531055,
22,70.841263,933.990784,483.934265,14.841212,279.960907,15.759003,
23,378.327484,232.383759,143.768631,22.203224,349.502960,-19.456457,
24,331.130646,408.625092,378.106079,24.021984,31.997946,14.551991,
25,502.867950,455.283844,384.342163,12.912047,308.936157,-10.731497,
26,22.399387,734.228394,483.315033,14.777103,110.430748,-12.696182,
27,717.157532,145.390305,382.724762,16.723454,246.778137,-5.580809,
28,836.549011,837.885254,117.393913,22.842476,328.695862,8.343306,
29,494.471954,220.637924,431.251007,21.611263,327.270203,5.577873,
30,241.427338,312.966614,114.073021,22.894781,193.919937,-10.482968,
31,455.240814,818.253845,471.508698,22.006966,231.761353,-13.257769,
32,870.317993,223.148239,186.679443,18.998684,81.805214,6.998558,
33,558.415283,12.885067,419.208344,21.197620,248.136780,18.869980,
34,527.362000,337.120667,365.654663,10.372763,333.439148,-13.817685,
